id	name	expression_neuroexclusivity
1	ENSP00000261837	0.534819074859809
2	ENSP00000297323	0.9078772842982704
3	ENSP00000342952	0.7848412441555401
4	ENSP00000260600	0.32513981412936627
5	ENSP00000419361	0.39187552488492505
6	ENSP00000311405	0.36498377108854124
7	ENSP00000378187	0.26634445976329413
8	ENSP00000286355	0.9500634604303004
9	ENSP00000294016	0.24820384809813442
10	ENSP00000355155	0.8869697513620034
11	ENSP00000234389	0.29391160003376193
12	ENSP00000382434	0.009619933764390473
13	ENSP00000312262	0.30153146283985344
14	ENSP00000317578	0.539269229408992
15	ENSP00000382428	0.8495117858341383
16	ENSP00000312126	0.10277186229067362
17	ENSP00000469689	0.7948508962206821
18	ENSP00000338185	0.5956075898510685
19	ENSP00000316909	0.952982387386007
20	ENSP00000380442	0.011823850896860987
21	ENSP00000310447	0.7091298810196531
22	ENSP00000317379	0.3951393373515692
23	ENSP00000307900	0.34811214315694555
24	ENSP00000343027	0.6179582872731733
25	ENSP00000312999	0.26172397357572696
26	ENSP00000358867	0.2811343880531331
27	ENSP00000262494	0.9081443023851155
28	ENSP00000286548	0.6060330420375141
29	ENSP00000360141	0.472691763484556
30	ENSP00000481878	0.5123006075324784
31	ENSP00000305260	0.3149751788470711
32	ENSP00000229264	0.6704168455232058
33	ENSP00000294117	0.9015167405102137
34	ENSP00000375727	0.9124269510789835
35	ENSP00000359675	0.26082385915716877
36	ENSP00000371594	0.745700341985229
37	ENSP00000363411	0.47911306706754647
38	ENSP00000248564	0.15381506577156542
39	ENSP00000248572	0.6379233511586453
40	ENSP00000426022	0.13939562644846384
41	ENSP00000290472	0.021838675589996477
42	ENSP00000428994	0.9649756931688037
43	ENSP00000296526	0.943055419379797
44	ENSP00000481554	0.9241084759656242
45	ENSP00000282499	0.9757039343857797
46	ENSP00000382791	0.9358905463806185
47	ENSP00000397026	0.9624543055086127
48	ENSP00000362183	0.9385631775984433
49	ENSP00000435648	0.8251824311418269
50	ENSP00000262895	0.7753608184616633
51	ENSP00000360608	0.9891991345191551
52	ENSP00000379818	0.8990131849437248
53	ENSP00000477455	0.9972629063914203
54	ENSP00000293190	0.8362995164733998
55	ENSP00000263269	0.8866572372180007
56	ENSP00000354896	0.9744852378520664
57	ENSP00000378492	0.8838318983257378
58	ENSP00000355316	0.9924346530891484
59	ENSP00000440556	0.9952877816100448
60	ENSP00000306138	0.9886951799362708
61	ENSP00000231188	0.6636520813938024
62	ENSP00000350348	0.8219693484382561
63	ENSP00000344173	0.919637190642243
64	ENSP00000306253	0.33765564899800604
65	ENSP00000370744	0.30440303070439795
66	ENSP00000363435	0.12195741811784135
67	ENSP00000295101	0.7806563290461401
68	ENSP00000293441	0.9797603510727484
69	ENSP00000248150	0.7539810940870648
70	ENSP00000356436	0.12710067755604001
71	ENSP00000260402	0.17787407318658136
72	ENSP00000443631	0.15803422192010844
73	ENSP00000367762	0.4507473796445251
74	ENSP00000342793	0.11224856014925393
75	ENSP00000263088	0.2481286890692122
76	ENSP00000334448	0.8518734950010753
77	ENSP00000378323	0.6704545099085034
78	ENSP00000378306	0.5244810123776508
79	ENSP00000380878	0.34030504694907676
80	ENSP00000234310	0.5916855323468678
81	ENSP00000363939	0.03785194853626702
82	ENSP00000309591	0.30166212057816105
83	ENSP00000359719	0.6870364735711844
84	ENSP00000366488	0.057279236276849645
85	ENSP00000408695	0.5737986059196521
86	ENSP00000305355	0.6269610244993739
87	ENSP00000263431	0.922005830367828
88	ENSP00000215832	0.4473533127256113
89	ENSP00000263025	0.3726368840872657
90	ENSP00000360021	0.14444436297807803
91	ENSP00000221485	0.8796297038326204
92	ENSP00000263160	0.9994509217566084
93	ENSP00000232564	0.5310465390538504
94	ENSP00000419313	0.4871364656695551
95	ENSP00000353362	0.9660926262921743
96	ENSP00000266376	0.3477842642803247
97	ENSP00000288139	0.6069882607243514
98	ENSP00000472546	0.41709073270846914
99	ENSP00000316377	0.9339470483481404
100	ENSP00000300873	0.8596295054630629
101	ENSP00000439937	0.4644365188650371
102	ENSP00000305632	0.2901653139453184
103	ENSP00000334382	0.6811475518078333
104	ENSP00000263826	0.6926216546595245
105	ENSP00000342136	0.3632473965931624
106	ENSP00000306490	0.8327854425301615
107	ENSP00000399745	0.3210202703347247
108	ENSP00000255380	0.5794119389287418
109	ENSP00000409378	0.659744073565815
110	ENSP00000372750	0.876369587988333
111	ENSP00000315602	0.5010056346585776
112	ENSP00000359285	0.915294044839429
113	ENSP00000357461	0.9633444839758679
114	ENSP00000261751	0.6706129744551985
115	ENSP00000387699	0.4787724280246188
116	ENSP00000480157	0.10669624301792242
117	ENSP00000357596	0.31635240663833375
118	ENSP00000451828	0.3412670611653156
119	ENSP00000375892	0.3586494650301598
120	ENSP00000306245	0.10705122220914584
121	ENSP00000392812	0.07824088688585958
122	ENSP00000346671	0.5773296986580881
123	ENSP00000078429	0.35539191537850834
124	ENSP00000407586	0.4514955310370865
125	ENSP00000371067	0.2383694595045234
126	ENSP00000243457	0.34406425386746553
127	ENSP00000306497	0.9301747835985473
128	ENSP00000477437	1
129	ENSP00000463778	0.6201443939292719
130	ENSP00000375756	0.5359858706753232
131	ENSP00000155840	0.03701203367894845
132	ENSP00000352035	0.93913805524667
133	ENSP00000373648	0.9345015764640494
134	ENSP00000256078	0.45814721207937165
135	ENSP00000336790	0.2894310821145334
136	ENSP00000358548	0.44332122231691556
137	ENSP00000263967	0.4801933107741332
138	ENSP00000289153	0.3887453179400677
139	ENSP00000366563	0.17471122729349908
140	ENSP00000352121	0.042452991799066225
141	ENSP00000428056	0.37156729882343426
142	ENSP00000222254	0.8257208060681366
143	ENSP00000302486	0.394940152208313
144	ENSP00000345055	0.7696545909025035
145	ENSP00000381185	0.38598639872523016
146	ENSP00000329140	0.13373610588659715
147	ENSP00000363229	0.8854801553689629
148	ENSP00000360423	0.9361539497427667
149	ENSP00000365441	0.5248903058808675
150	ENSP00000355192	0.03461313168965334
151	ENSP00000282356	0.8529308496026473
152	ENSP00000381412	0.969174533210592
153	ENSP00000379098	0.8037074276475095
154	ENSP00000339740	0.4383114913745239
155	ENSP00000319060	0.4667583125664734
156	ENSP00000078445	0.013734267794336306
157	ENSP00000262741	0.5634399862173897
158	ENSP00000276410	0.7128923770717593
159	ENSP00000481956	0.08572076051558762
160	ENSP00000262916	0.24235612538090334
161	ENSP00000350359	0.6090677133963229
162	ENSP00000395708	0.27742034641712743
163	ENSP00000329093	0.8182226211849192
164	ENSP00000360372	0.051194539249146756
165	ENSP00000360317	0.13134649530771167
166	ENSP00000260682	0.004668916154047399
167	ENSP00000353820	0.36390390915002163
168	ENSP00000360247	0.37705901078323634
169	ENSP00000403644	0.10921148526725909
170	ENSP00000322617	0.6694560669456068
171	ENSP00000239223	0.0844346564578136
172	ENSP00000371929	1
173	ENSP00000251535	0.1518736833684811
174	ENSP00000363512	0.10121283632458536
175	ENSP00000315167	0.03645152662117112
